MeSH Code	MeSH Name	ICD10 Code	ICD10 Name
D013966	Thyroiditis	E06.9	Thyroiditis, unspecified
D013968	Thyroiditis, Subacute	E06.1	Subacute thyroiditis
D013971	Thyrotoxicosis	E05.9	Thyrotoxicosis, unspecified
D013981	Tic Disorders	F95	Tic disorders
D013981	Tic Disorders	F95.9	Tic disorder, unspecified
D013991	Tietze's Syndrome	M94.0	Chondrocostal junction syndrome [Tietze]
D014008	Tinea Pedis	B35.3	Tinea pedis
D014009	Onychomycosis	B35.1	Tinea unguium
D014010	Tinea Versicolor	B36.0	Pityriasis versicolor
D014012	Tinnitus	H93.1	Tinnitus
D014060	Tongue Diseases	K14	Diseases of tongue
D014060	Tongue Diseases	K14.9	Disease of tongue, unspecified
D014063	Tongue, Fissured	K14.5	Plicated tongue
D014072	Tooth Abrasion	K03.1	Abrasion of teeth
D014077	Tooth Erosion	K03.2	Erosion of teeth
D014082	Tooth Fractures	S02.5	Fracture of tooth
D014091	Tooth Resorption	K03.3	Pathological resorption of teeth
D014095	Tooth, Impacted	K01.1	Impacted teeth
D014096	Tooth, Supernumerary	K00.1	Supernumerary teeth
D014103	Torticollis	M43.6	Torticollis
D005879	Tourette Syndrome	F95.2	Combined vocal and multiple motor tic disorder [de la Tourette]
D014123	Toxoplasmosis	B58	Toxoplasmosis
D014123	Toxoplasmosis	B58.9	Toxoplasmosis, unspecified
D014125	Toxoplasmosis, Congenital	P37.1	Congenital toxoplasmosis
D014126	Toxoplasmosis, Ocular	B58.0	Toxoplasma oculopathy
D014141	Trachoma	A71	Trachoma
D014141	Trachoma	A71.9	Trachoma, unspecified
D014189	Transsexualism	F64.0	Transsexualism
D014190	Transvestism	F64.1	Dual-role transvestism
D014190	Transvestism	F65.1	Fetishistic transvestism
D014201	Trematode Infections	B66.9	Fluke infection, unspecified
D014202	Tremor	R25.1	Tremor, unspecified
D014205	Trench Fever	A79.0	Trench fever
D014235	Trichinellosis	B75	Trichinellosis
D014245	Trichomonas Infections	A59	Trichomoniasis
D014245	Trichomonas Infections	A59.9	Trichomoniasis, unspecified
D014253	Trichostrongylosis	B81.2	Trichostrongyliasis
D014256	Trichotillomania	F63.3	Trichotillomania
D014257	Trichuriasis	B79	Trichuriasis
D014264	Tricuspid Valve Stenosis	I07.0	Tricuspid stenosis
D014277	Trigeminal Neuralgia	G50.0	Trigeminal neuralgia
D014339	Truncus Arteriosus, Persistent	Q20.0	Common arterial trunk
D014353	Trypanosomiasis, African	B56	African trypanosomiasis
D014353	Trypanosomiasis, African	B56.9	African trypanosomiasis, unspecified
D014355	Chagas Disease	B57	Chagas' disease
D014376	Tuberculosis	A15-A19.9	Tuberculosis
D014390	Tuberculosis, Meningeal	A17.0	Tuberculous meningitis
D014391	Tuberculosis, Miliary	A19	Miliary tuberculosis
D014391	Tuberculosis, Miliary	A19.9	Miliary tuberculosis, unspecified
D014392	Tuberculosis, Ocular	A18.5	Tuberculosis of eye
D014394	Tuberculosis, Osteoarticular	A18.0	Tuberculosis of bones and joints
D014395	Peritonitis, Tuberculous	K67.3	Tuberculous peritonitis
D014399	Tuberculosis, Spinal	M49.0	Tuberculosis of spine
D014401	Tuberculosis, Urogenital	A18.1	Tuberculosis of genitourinary system
D014402	Tuberous Sclerosis	Q85.1	Tuberous sclerosis
D014406	Tularemia	A21	Tularaemia
D014406	Tularemia	A21.9	Tularaemia, unspecified
D014424	Turner Syndrome	Q96	Turner's syndrome
D014424	Turner Syndrome	Q96.0	Karyotype 45,X
D014424	Turner Syndrome	Q96.9	Turner's syndrome, unspecified
D014428	Twins, Conjoined	Q89.4	Conjoined twins
D014435	Typhoid Fever	A01.0	Typhoid fever
D014437	Typhus, Endemic Flea-Borne	A75.2	Typhus fever due to Rickettsia typhi
D014438	Typhus, Epidemic Louse-Borne	A75.0	Epidemic louse-borne typhus fever due to Rickettsia prowazekii
D004890	Erythema	L53.9	Erythematous condition, unspecified
D014522	Urethral Diseases	N36.9	Urethral disorder, unspecified
D014525	Urethral Stricture	N35	Urethral stricture
D014525	Urethral Stricture	N35.9	Urethral stricture, unspecified
D014545	Urinary Calculi	N20.9	Urinary calculus, unspecified
D014549	Urinary Incontinence	R32	Unspecified urinary incontinence
D014550	Urinary Incontinence, Stress	N39.3	Stress incontinence
D014552	Urinary Tract Infections	N39.0	Urinary tract infection, site not specified
D014570	Urologic Diseases	N39.9	Disorder of urinary system, unspecified
D014581	Urticaria	L50	Urticaria
D014581	Urticaria	L50.9	Urticaria, unspecified
D014646	Varicocele	I86.1	Scrotal varices
D017180	Tachycardia, Ventricular	I47.2	Ventricular tachycardia
D014715	Vertebrobasilar Insufficiency	G45.0	Vertebro-basilar artery syndrome
D014719	Vesicovaginal Fistula	N82.0	Vesicovaginal fistula
D015837	Vestibular Diseases	H81.9	Disorder of vestibular function, unspecified
D015837	Vestibular Diseases	H81	Disorders of vestibular function
D014777	Virus Diseases	B34.9	Viral infection, unspecified
D014777	Virus Diseases	B34	Viral infection of unspecified site
D014802	Vitamin A Deficiency	E50	Vitamin A deficiency
D014802	Vitamin A Deficiency	E50.9	Vitamin A deficiency, unspecified
D014804	Vitamin B Deficiency	E53.9	Vitamin B deficiency, unspecified
D014808	Vitamin D Deficiency	E55	Vitamin D deficiency
D014808	Vitamin D Deficiency	E55.9	Vitamin D deficiency, unspecified
D014811	Vitamin E Deficiency	E56.0	Deficiency of vitamin E
D014813	Vitamin K Deficiency	E56.1	Deficiency of vitamin K
D014820	Vitiligo	L80	Vitiligo
D014823	Vitreous Hemorrhage	H43.1	Vitreous haemorrhage
D045822	Intestinal Volvulus	K56.2	Volvulus
D014842	von Willebrand Diseases	D68.0	Von Willebrand's disease
D014843	Voyeurism	F65.3	Voyeurism
D014895	Weil Disease	A27.0	Leptospirosis icterohaemorrhagica
D014899	Wernicke Encephalopathy	E51.2	Wernicke's encephalopathy
D014901	West Nile Fever	A92.3	West Nile fever
D014917	Whooping Cough	A37.0	Whooping cough due to Bordetella pertussis
D014923	Wiskott-Aldrich Syndrome	D82.0	Wiskott-Aldrich syndrome
D014983	Xeroderma Pigmentosum	Q82.1	Xeroderma pigmentosum
D014997	XYY Karyotype	Q98.5	Karyotype 47,XYY
D015001	Yaws	A66	Yaws
D015001	Yaws	A66.9	Yaws, unspecified
D015004	Yellow Fever	A95	Yellow fever
D015004	Yellow Fever	A95.9	Yellow fever, unspecified
D020096	Zygomycosis	B46	Zygomycosis
D020096	Zygomycosis	B46.9	Zygomycosis, unspecified
D017488	Hyperkeratosis, Epidermolytic	Q80.3	Congenital bullous ichthyosiform erythroderma
D017490	Ichthyosis, Lamellar	Q80.2	Lamellar ichthyosis
D016107	Epidermolysis Bullosa Acquisita	L12.3	Acquired epidermolysis bullosa
D016108	Epidermolysis Bullosa Dystrophica	Q81.2	Epidermolysis bullosa dystrophica
D016110	Epidermolysis Bullosa Simplex	Q81.0	Epidermolysis bullosa simplex
D016142	Holoprosencephaly	Q04.2	Holoprosencephaly
D016112	Ichthyosis Vulgaris	Q80.0	Ichthyosis vulgaris
D016114	Ichthyosis, X-Linked	Q80.1	X-linked ichthyosis
D016403	Lymphoma, Large B-Cell, Diffuse	C83.3	Large cell (diffuse) non-Hodgkin's lymphoma
D016400	Lymphoma, Large-Cell, Immunoblastic	C83.4	Immunoblastic (diffuse) non-Hodgkin's lymphoma
D016411	Lymphoma, T-Cell, Peripheral	C84.4	Peripheral T-cell lymphoma
D016104	Oligohydramnios	O41.0	Oligohydramnios
D016136	Spina Bifida Occulta	Q76.0	Spina bifida occulta
D016135	Spinal Dysraphism	Q05	Spina bifida
D016135	Spinal Dysraphism	Q05.9	Spina bifida, unspecified
D016055	Urinary Retention	R33	Retention of urine
D016460	Granuloma Annulare	L92.0	Granuloma annulare
D016463	Sweet Syndrome	L98.2	Febrile neutrophilic dermatosis [Sweet]
D016472	Motor Neuron Disease	G12.2	Motor neuron disease
D016491	Peripheral Vascular Diseases	I73.9	Peripheral vascular disease, unspecified
D016510	Corneal Neovascularization	H16.4	Corneal neovascularization
D016640	Diabetes, Gestational	O24.4	Diabetes mellitus arising in pregnancy
D016649	Primary Ovarian Insufficiency	E28.3	Primary ovarian failure
D016657	Cerebral Amyloid Angiopathy	I68.0	Cerebral amyloid angiopathy
D016706	Still's Disease, Adult-Onset	M06.1	Adult-onset Still's disease
D016731	Erythema Infectiosum	B08.3	Erythema infectiosum [fifth disease]
D016781	Toxoplasmosis, Cerebral	B58.2	Toxoplasma meningoencephalitis
D016884	Polyendocrinopathies, Autoimmune	E31.0	Autoimmune polyglandular failure
D016891	Polycystic Kidney, Autosomal Dominant	Q61.2	Polycystic kidney, adult type
D016920	Meningitis, Bacterial	G00.9	Bacterial meningitis, unspecified
D016921	Meningitis, Fungal	G02.1	Meningitis in mycoses
D017044	Polycystic Kidney, Autosomal Recessive	Q61.1	Polycystic kidney, infantile type
C538103	Palindromic rheumatism	M12.3	Palindromic rheumatism
D000075222	Essential Hypertension	I10	Essential (primary) hypertension
D059606	Polydipsia	R63.1	Polydipsia
D017093	Liver Failure	K72.9	Hepatic failure, unspecified
D053608	Stupor	R40.1	Stupor
D017511	Pyoderma Gangrenosum	L88	Pyoderma gangrenosum
D017789	Granuloma, Pyogenic	L98.0	Pyogenic granuloma
D017285	Polymyositis	M33.2	Polymyositis
D054039	Onycholysis	L60.1	Onycholysis
D020269	Alcoholic Neuropathy	G62.1	Alcoholic polyneuropathy
D017229	Enterobiasis	B80	Enterobiasis
D002386	Cataract	H26.9	Cataract, unspecified
D041881	Cholecystitis, Acute	K81.0	Acute cholecystitis
C535758	Congenital heart block	Q24.6	Congenital heart block
D019955	Conduct Disorder	F91	Conduct disorders
D019955	Conduct Disorder	F91.9	Conduct disorder, unspecified
D020047	Rectocele	N81.6	Rectocele
D020757	Amaurosis Fugax	G45.3	Amaurosis fugax
D053684	De Quervain Disease	M65.4	Radial styloid tenosynovitis [de Quervain]
D008881	Migraine Disorders	G43	Migraine
D008881	Migraine Disorders	G43.9	Migraine, unspecified
C536376	Annular pancreas	Q45.1	Annular pancreas
D018366	Vasculitis, Leukocytoclastic, Cutaneous	M31.0	Hypersensitivity angiitis
D009139	Musculoskeletal Abnormalities	Q65-Q79.9	Congenital malformations and deformations of the musculoskeletal system
D009139	Musculoskeletal Abnormalities	Q79.9	Congenital malformation of musculoskeletal system, unspecified
D047928	Premature Birth	O60	Preterm delivery
D020343	Hypertensive Encephalopathy	I67.4	Hypertensive encephalopathy
D018879	Ventricular Premature Complexes	I49.3	Ventricular premature depolarization
D017202	Myocardial Ischemia	I20-I25.9	Ischaemic heart diseases
C562393	Melanoma, Cutaneous Malignant	C43.9	Malignant melanoma of skin, unspecified
C562393	Melanoma, Cutaneous Malignant	C43	Malignant melanoma of skin
D058447	Eye Pain	H57.1	Ocular pain
D011115	Polyneuropathies	G62.9	Polyneuropathy, unspecified
D060368	Lobomycosis	B48.0	Lobomycosis
D000070657	Crystal Arthropathies	M11.9	Crystal arthropathy, unspecified
D017562	Postcholecystectomy Syndrome	K91.5	Postcholecystectomy syndrome
D018636	Hypoplastic Left Heart Syndrome	Q23.4	Hypoplastic left heart syndrome
C537458	Meralgia paresthetica	G57.1	Meralgia paraesthetica
D059285	Pregnancy, Twin	O30.0	Twin pregnancy
D059286	Pregnancy, Triplet	O30.1	Triplet pregnancy
D059287	Pregnancy, Quadruplet	O30.2	Quadruplet pregnancy
D056844	Renal Colic	N23	Unspecified renal colic
D020433	Trigeminal Nerve Diseases	G50	Disorders of trigeminal nerve
D020433	Trigeminal Nerve Diseases	G50.9	Disorder of trigeminal nerve, unspecified
D020421	Vagus Nerve Diseases	G52.2	Disorders of vagus nerve
D020437	Hypoglossal Nerve Diseases	G52.3	Disorders of hypoglossal nerve
D017824	Bone Cysts, Aneurysmal	M85.5	Aneurysmal bone cyst
C536842	Polycythemia, primary familial and congenital	D75.0	Familial erythrocytosis
D023981	Sarcoma, Myeloid	C92.3	Myeloid sarcoma
D000072676	Ankyloglossia	Q38.1	Ankyloglossia
D017689	Polydactyly	Q69	Polydactyly
D017689	Polydactyly	Q69.9	Polydactyly, unspecified
C562397	Hymen, Imperforate	Q52.3	Imperforate hymen
D057896	Striae Distensae	L90.6	Striae atrophicae
C571911	Gastrointestinal anthrax	A22.2	Gastrointestinal anthrax
D020804	Encephalitis, Varicella Zoster	B01.1	Varicella encephalitis
D020804	Encephalitis, Varicella Zoster	B02.0	Zoster encephalitis
D020241	Encephalomyelitis, Western Equine	A83.1	Western equine encephalitis
D020242	Encephalomyelitis, Eastern Equine	A83.2	Eastern equine encephalitis
C536774	Syphilis, tertiary	A52	Late syphilis
C536774	Syphilis, tertiary	A52.9	Late syphilis, unspecified
D000071960	Breast Carcinoma In Situ	D05	Carcinoma in situ of breast
D000071960	Breast Carcinoma In Situ	D05.9	Carcinoma in situ of breast, unspecified
D056806	Urea Cycle Disorders, Inborn	E72.2	Disorders of urea cycle metabolism
D047728	Myopia, Degenerative	H44.2	Degenerative myopia
D059270	Petrositis	H70.2	Petrositis
D018424	Cholesteatoma, Middle Ear	H71	Cholesteatoma of middle ear
D046089	Hearing Loss, Mixed Conductive-Sensorineural	H90.8	Mixed conductive and sensorineural hearing loss, unspecified
C562404	Pulmonary Arteriovenous Fistulas	I28.0	Arteriovenous fistula of pulmonary vessels
D011018	Pneumonia, Pneumococcal	J13	Pneumonia due to Streptococcus pneumoniae
C571912	Inhalation anthrax	A22.1	Pulmonary anthrax
D020254	Tooth Ankylosis	K03.5	Ankylosis of teeth
C562406	Bladder Diverticulum	N32.3	Diverticulum of bladder
C535531	Intervertebral disc disease	M51.9	Intervertebral disc disorder, unspecified
D036982	Heel Spur	M77.3	Calcaneal spur
D052582	Trigger Finger Disorder	M65.3	Trigger finger
D000071380	Fibromatosis, Plantar	M72.2	Plantar fascial fibromatosis
D000070630	Diastasis, Muscle	M62.0	Diastasis of muscle
D017759	Fractures, Malunited	M84.0	Malunion of fracture
C536330	Polycystic liver disease	Q44.6	Cystic disease of liver
D066166	Pectus Carinatum	Q67.7	Pectus carinatum
D057070	Cervical Rib	Q76.5	Cervical rib
D059245	Transient Tachypnea of the Newborn	P22.1	Transient tachypnoea of newborn
D031221	Knee Dislocation	S83.1	Dislocation of knee
D020212	Carotid Artery Injuries	S15.0	Injury of carotid artery
D061247	Trochlear Nerve Injuries	S04.2	Injury of trochlear nerve
D061221	Trigeminal Nerve Injuries	S04.3	Injury of trigeminal nerve
D020222	Abducens Nerve Injury	S04.4	Injury of abducent nerve
D020220	Facial Nerve Injuries	S04.5	Injury of facial nerve
D061285	Vestibulocochlear Nerve Injuries	S04.6	Injury of acoustic nerve
D061227	Accessory Nerve Injuries	S04.7	Injury of accessory nerve
D018500	Diabetes Insipidus, Nephrogenic	N25.1	Nephrogenic diabetes insipidus
D018798	Anemia, Iron-Deficiency	D50	Iron deficiency anaemia
D018798	Anemia, Iron-Deficiency	D50.9	Iron deficiency anaemia, unspecified
D044342	Malnutrition	E40-E46.9	Malnutrition
D044342	Malnutrition	E63.9	Nutritional deficiency, unspecified
D019687	Uterine Inversion	N85.5	Inversion of uterus
D017092	Porphyria, Erythropoietic	E80.0	Hereditary erythropoietic porphyria
D017099	IgG Deficiency	D80.3	Selective deficiency of immunoglobulin G [IgG] subclasses
D017119	Porphyria Cutanea Tarda	E80.1	Porphyria cutanea tarda
D017129	Anisakiasis	B81.0	Anisakiasis
D017213	Root Caries	K02.2	Caries of cementum
D017246	Ophthalmoplegia, Chronic Progressive External	H49.4	Progressive external ophthalmoplegia
D017444	Skin Diseases, Papulosquamous	L40-L45.9	Papulosquamous disorders
D017444	Skin Diseases, Papulosquamous	L44.9	Papulosquamous disorder, unspecified
D017449	Dermatitis, Allergic Contact	L23	Allergic contact dermatitis
D017449	Dermatitis, Allergic Contact	L23.9	Allergic contact dermatitis, unspecified cause
D017453	Dermatitis, Irritant	L24.9	Irritant contact dermatitis, unspecified cause
D017453	Dermatitis, Irritant	L24	Irritant contact dermatitis
D017497	Hidradenitis Suppurativa	L73.2	Hidradenitis suppurativa
D017513	Lichen Nitidus	L44.1	Lichen nitidus
D017543	Iliac Aneurysm	I72.3	Aneurysm of iliac artery
D046449	Hernia, Abdominal	K46	Unspecified abdominal hernia
D057772	Vascular System Injuries	T14.5	Injury of blood vessel(s) of unspecified body region
D059787	Acute Pain	R52.0	Acute pain
D017563	Lung Diseases, Interstitial	J84.9	Interstitial pulmonary disease, unspecified
D017590	Myelinolysis, Central Pontine	G37.2	Central pontine myelinolysis
D017675	CREST Syndrome	M34.1	CR(E)ST syndrome
D017731	Lymphomatoid Papulosis	L41.2	Lymphomatoid papulosis
D017733	Leukoplakia, Hairy	K13.3	Hairy leukoplakia
D028227	Amyloid Neuropathies, Familial	E85.1	Neuropathic heredofamilial amyloidosis
D018058	Tympanic Membrane Perforation	H72	Perforation of tympanic membrane
D018058	Tympanic Membrane Perforation	H72.9	Perforation of tympanic membrane, unspecified
D018197	Hepatoblastoma	C22.2	Hepatoblastoma
D018352	Coronavirus Infections	B34.2	Coronavirus infection, unspecified
D017880	Limb Deformities, Congenital	Q74.9	Unspecified congenital malformation of limb(s)
D049950	Hyperparathyroidism, Primary	E21.0	Primary hyperparathyroidism
C536761	X-linked sideroblastic anemia	D64.0	Hereditary sideroblastic anaemia
C535318	Triple X syndrome	Q97.0	Karyotype 47,XXX
D010014	Osteolysis	M89.5	Osteolysis
D063807	Dandruff	L21.0	Seborrhoea capitis
D019080	Cafe-au-Lait Spots	L81.3	Cafe au lait spots
C536202	Elastosis perforans serpiginosa	L87.2	Elastosis perforans serpiginosa
D056684	Yellow Nail Syndrome	L60.5	Yellow nail syndrome
D058627	Megalencephaly	Q75.3	Macrocephaly
D047748	Pituitary ACTH Hypersecretion	E24.0	Pituitary-dependent Cushing's disease
D063806	Myalgia	M79.1	Myalgia
D020324	Amnesia, Anterograde	R41.1	Anterograde amnesia
C537072	Nonpuerperal galactorrhea	N64.3	Galactorrhoea not associated with childbirth
D065630	Hernias, Diaphragmatic, Congenital	Q79.0	Congenital diaphragmatic hernia
D020817	Asperger Syndrome	F84.5	Asperger's syndrome
C562465	Phobia, Specific	F40.2	Specific (isolated) phobias
D040701	Stress Disorders, Traumatic, Acute	F43.0	Acute stress reaction
D006407	Hematoma, Epidural, Cranial	S06.4	Epidural haemorrhage
D054319	Marchiafava-Bignami Disease	G37.1	Central demyelination of corpus callosum
D056653	Rheumatoid Vasculitis	M05.2	Rheumatoid vasculitis
D019693	Hepatitis, Autoimmune	K75.4	Autoimmune hepatitis
D000292	Pelvic Inflammatory Disease	N70-N77.9	Inflammatory diseases of female pelvic organs
D000292	Pelvic Inflammatory Disease	N73.9	Female pelvic inflammatory disease, unspecified
D008342	Mandibulofacial Dysostosis	Q75.4	Mandibulofacial dysostosis
D000070676	Enthesopathy	M77.9	Enthesopathy, unspecified
D018633	Pulmonary Atresia	Q22.0	Pulmonary valve atresia
D018792	Encephalitis, Viral	A86	Unspecified viral encephalitis
D062685	Steatocystoma Multiplex	L72.2	Steatocystoma multiplex
C535551	Pemphigus and fogo selvagem	L10.3	Brazilian pemphigus [fogo selvagem]
C537306	Grover's disease	L11.1	Transient acantholytic dermatosis [Grover]
C538130	Kyrle disease	L87.0	Keratosis follicularis et parafollicularis in cutem penetrans [Kyrle]
C538175	Acquired ichthyosis	L85.0	Acquired ichthyosis
C535509	Erythema elevatum diutinum	L95.1	Erythema elevatum diutinum
D000069316	Acne Conglobata	L70.1	Acne conglobata
D019557	Dermatitis, Perioral	L71.0	Perioral dermatitis
C537055	Alopecia universalis	L63.1	Alopecia universalis
C562486	Perifolliculitis Capitis Abscedens Et Suffodiens, Familial	L66.3	Perifolliculitis capitis abscedens
C562487	Eosinophilic Fasciitis	M35.4	Diffuse (eosinophilic) fasciitis
D020859	Hallux Rigidus	M20.2	Hallux rigidus
D000075224	Cardiac Conduction System Disease	I45.9	Conduction disorder, unspecified
C536252	Pyle disease	Q78.5	Metaphyseal dysplasia
D020752	Neurocutaneous Syndromes	Q85.9	Phakomatosis, unspecified
C537922	Fetal hydantoin syndrome	Q86.1	Fetal hydantoin syndrome
C536683	Warfarin syndrome	Q86.2	Dysmorphism due to warfarin
D059041	Plagiocephaly	Q67.3	Plagiocephaly
C574275	Ectrodactyly	Q71.6	Lobster-claw hand
D020139	Gastroschisis	Q79.3	Gastroschisis
C537438	Arrhinia	Q30.1	Agenesis and underdevelopment of nose
D059608	Laryngocele	Q31.3	Laryngocele
C562992	Lung agenesis	Q33.3	Agenesis of lung
C536377	Anonychia congenita	Q84.3	Anonychia
C562557	Polythelia, Familial	Q83.3	Accessory nipple
D004065	Digestive System Abnormalities	Q45.9	Congenital malformation of digestive system, unspecified
D000075529	Solitary Kidney	Q60.0	Renal agenesis, unilateral
D055113	Chronic Periodontitis	K05.3	Chronic periodontitis
C562587	Purine Nucleoside Phosphorylase Deficiency	D81.5	Purine nucleoside phosphorylase [PNP] deficiency
